4480,0.4
8960,1.0
13440,1.075
17920,0.925
22400,1.25
26880,0.575
31360,1.1
35840,1.35
40320,0.925
44800,1.3
49280,0.625
53760,1.05
58240,1.3
62720,1.375
67200,0.475
71680,1.325
76160,1.25
80640,1.275
85120,1.275
89600,1.4
94080,1.3
98560,1.45
103040,1.175
107520,1.35
112000,1.35
116480,0.975
120960,1.1
125440,1.325
129920,0.475
134400,1.175
138880,1.175
143360,1.25
147840,1.25
152320,1.15
156800,1.4
161280,1.2
165760,1.2
170240,1.4
174720,1.175
179200,1.15
183680,1.15
188160,1.4
192640,1.45
197120,1.2
201600,1.35
206080,1.225
210560,1.25
215040,1.15
219520,1.2
224000,1.15
228480,1.125
232960,1.125
237440,1.025
241920,0.9
246400,1.275
250880,1.075
